,birth_date,city,country,current_team,first_name,height,is_active,last_name,state,weight
364,1990-01-22,Rotorua,NZ,12,Dean,185.0,True,Whare,,96.0
365,1996-01-10,Albury,AUS,12,Dylan,183.0,True,Edwards,NSW,93.0
366,1986-06-15,Orange,AUS,12,James,176.0,True,Maloney,NSW,83.0
367,1997-01-16,Sydney,AUS,12,Jarome,184.0,True,Luai,NSW,88.0
368,1996-10-21,Sydney,AUS,12,Jed,194.0,True,Cartwright,NSW,104.0
369,1990-06-17,Sydney,AUS,12,Josh,183.0,True,Mansour,NSW,98.0
370,,,,12,,,True,,,
371,1997-11-14,Sydney,AUS,12,Nathan,182.0,True,Cleary,NSW,92.0
372,1996-06-21,Blacktown,AUS,12,Tyrone,189.0,True,May,NSW,94.0
373,1994-10-26,Lautoka,FIJ,12,Waqa,190.0,True,Blake,,98.0
374,1986-12-17,Campbelltown,AUS,12,Frank,194.0,True,Winterstein,NSW,105.0
375,1996-11-12,Kogarah,AUS,12,Hame,182.0,True,Sele,NSW,102.0
376,,,,12,,,True,,,
377,,,,12,,,True,,,
378,1996-01-05,Rawene,NZ,12,James,187.0,True,Fisher-Harris,,103.0
379,1988-12-13,Palmerston North,NZ,12,James,195.0,True,Tamou,,115.0
380,1996-08-04,Dubbo,AUS,12,Kaide,191.0,True,Ellis,NSW,106.0
381,,,,12,,,True,,,
382,,,,12,,,True,,,
383,1995-07-20,Auckland,NZ,12,Moses,182.0,True,Leota,,108.0
384,1996-05-14,Sydney,AUS,12,Nick,190.0,True,Lui-Toso,NSW,110.0
385,1995-09-12,Sydney,AUS,12,Paea,192.0,True,Pua,NSW,114.0
386,1993-07-27,Sydney,AUS,12,Reagan,193.0,True,Campbell-Gillard,NSW,115.0
387,1989-07-19,Stirling,AUS,12,Sam,186.0,True,McKendry,WA,111.0
388,,,,12,Shawn,,True,Blore,,
389,1995-01-26,Wellington,NZ,12,Sione,175.0,True,Katoa,,93.0
390,,,,12,Spencer,,True,Leniu,,
391,1988-02-17,Sydney,AUS,12,Tim,195.0,True,Grant,NSW,110.0
392,1996-03-06,Penrith,AUS,12,Tyrell,188.0,True,Fuimaono,NSW,98.0
393,1995-04-05,FIJ,,12,Viliame,195.0,True,Kikau,,119.0
394,,,,12,,,True,,,
395,,,,12,,,True,,,
396,1999-03-10,Randwick,AUS,13,Dean,180.0,True,Hawkins,NSW,78.0
397,1998-08-05,Sydney,AUS,13,Adam,190.0,True,Doueihi,NSW,94.0
398,1990-07-10,Sydney,AUS,13,Adam,173.0,True,Reynolds,NSW,85.0
399,1995-01-14,Sydney,AUS,13,Alex,185.0,True,Johnston,NSW,95.0
400,1996-07-08,Dubbo,AUS,13,Braidon,185.0,True,Burns,NSW,98.0
401,1999-06-02,Sydney,AUS,13,Campbell,197.0,True,Graham,NSW,95.0
402,1990-01-10,Nowra,AUS,13,Cody,179.0,True,Walker,NSW,90.0
403,1996-06-17,Sydney,AUS,13,Connor,183.0,True,Tracey,NSW,87.0
404,1991-01-03,Mackay,AUS,13,Dane,182.0,True,Gagai,QLD,92.0
405,1987-01-15,Kempsey,AUS,13,Greg,195.0,True,Inglis,NSW,105.0
406,1993-03-25,Sydney,AUS,13,Jacob,184.0,True,Gagan,NSW,94.0
407,1999-03-06,New Plymouth,NZ,13,Mawene,187.0,True,Hiroti,,95.0
408,1998-04-19,Brisbane,AUS,13,Corey,186.0,True,Allan,QLD,90.0
409,1997-06-18,Belmont,AUS,13,Cory,193.0,True,Denniss,NSW,99.0
410,1999-06-21,Sydney,AUS,13,Joshua,183.0,True,Cook,NSW,85.0
411,1999-06-21,Bega,AUS,13,Ky,186.0,True,Rodwell,NSW,102.0
412,1994-05-19,Brisbane,AUS,13,Billy,175.0,True,Brittain,QLD,84.0
413,1998-01-16,Sydney,AUS,13,Cameron,184.0,True,Murray,NSW,90.0
414,1991-06-23,Sydney,AUS,13,Damien,180.0,True,Cook,NSW,88.0
415,1994-03-17,Sydney,AUS,13,Dean,193.0,True,Britt,NSW,98.0
416,1992-04-21,Dewsbury,UK,13,George,194.0,True,Burgess,,120.0
417,1984-11-05,Sydney,AUS,13,John,190.0,True,Sutton,NSW,105.0
418,1992-02-20,Sydney,AUS,13,Kyle,190.0,True,Turner,NSW,103.0
419,1990-01-05,Wagga Wagga,AUS,13,Mark,194.0,True,Nicholls,NSW,104.0
420,1988-12-14,Dewsbury,UK,13,Sam,196.0,True,Burgess,,116.0
421,1996-10-11,Auburn,AUS,13,Tevita,183.0,True,Tatola,NSW,114.0
422,1992-04-21,Dewsbury,UK,13,Thomas,196.0,True,Burgess,,120.0
423,1996-12-23,-,,13,Bayley,186.0,True,Sironen,,95.0
424,1994-08-08,Sydney,AUS,13,Kurt,190.0,True,Dillon,NSW,107.0
425,1994-10-11,Moruya,AUS,13,Rhys,197.0,True,Kennedy,NSW,110.0
426,1995-01-15,Alice Springs,AUS,13,Liam,194.0,True,Knight,NT,106.0
427,1996-12-19,Westmead,AUS,13,Tom,181.0,True,Amone,NSW,110.0
428,1991-03-20,Goondiwindi,AUS,13,Ethan,194.0,True,Lowe,QLD,105.0
429,1990-03-27,Rockhampton,AUS,14,Ben,178.0,True,Hunt,QLD,88.0
430,,,,14,,,True,,,
431,1989-04-15,Sydney,AUS,14,Darren,182.0,True,Nicholls,NSW,89.0
432,1995-06-16,Pambula,AUS,14,Euan,182.0,True,Aitken,NSW,93.0
433,1989-03-12,Halifax,UK,14,Gareth,181.0,True,Widdop,,91.0
434,1997-09-06,Wollongong,AUS,14,Jai,181.0,True,Field,NSW,85.0
435,2000-10-08,-,,14,Jason,,True,Saab,,
436,1995-05-28,Thursday Island,AUS,14,Jonus,184.0,True,Pearson,QLD,95.0
437,1993-04-06,Lower Hutt,NZ,14,Jordan,182.0,True,Pereira,,97.0
438,1992-04-17,Brisbane,AUS,14,Lachlan,187.0,True,Maranta,QLD,93.0
439,1996-01-10,Hurstville,AUS,14,Matthew,179.0,True,Dufty,NSW,83.0
440,1997-11-09,Galoa,FIJ,14,Mikaele,184.0,True,Ravalawa,,93.0
441,1999-10-19,Auckland,NZ,14,Steven,183.0,True,Marsters,,99.0
442,1991-05-27,Suvai,SAM,14,Timoteo,184.0,True,Lafai,,98.0
443,,,,14,,,True,,,
444,1999-09-24,Temora,AUS,14,Zac,190.0,True,Lomax,NSW,94.0
445,1997-01-10,Wollongong,AUS,14,Blake,185.0,True,Lawrie,NSW,106.0
446,1994-02-01,Sydney,AUS,14,Cameron,177.0,True,McInnes,NSW,91.0
447,1999-12-15,-,,14,Eddie,195.0,True,Blacker,,116.0
448,1998-02-23,-,,14,Hayden,,True,Lomax,,
449,,,,14,,,True,,,
450,1998-02-17,Shellharbour,AUS,14,Jackson,187.0,True,Ford,NSW,95.0
451,1996-09-03,Padstow,AUS,14,Jacob,190.0,True,Host,NSW,104.0
452,1985-09-10,Liverpool,UK,14,James,187.0,True,Graham,,107.0
453,1986-12-08,Port Macquarie,AUS,14,Jeremy,191.0,True,Latimore,NSW,113.0
454,1998-03-18,Lautoka,FIJ,14,Joe,180.0,True,Lovodua,,94.0
455,1996-02-11,Brisbane,AUS,14,Josh,197.0,True,Kerr,QLD,112.0
456,1992-01-02,Gerringong,AUS,14,Korbin,189.0,True,Sims,NSW,108.0
457,1996-06-26,Toowoomba,AUS,14,Lachlan,186.0,True,Timm,QLD,111.0
458,1996-06-08,Camperdown,AUS,14,Luciano,186.0,True,Leilua,NSW,116.0
459,1989-04-27,Sydney,AUS,14,Mitchell,194.0,True,Allgood,NSW,109.0
460,1991-04-23,Canberra,AUS,14,Paul,193.0,True,Vaughan,ACT,110.0
461,1998-06-18,Murwillumbah,AUS,14,Reece,180.0,True,Robson,NSW,91.0
462,1990-02-09,Gerringong,AUS,14,Tariq,193.0,True,Sims,NSW,106.0
463,1991-10-09,Wollongong,AUS,14,Tyson,183.0,True,Frizell,NSW,108.0
464,1996-02-05,Temora,AUS,15,Angus,187.0,True,Crichton,NSW,102.0
465,1992-06-09,Taree,AUS,15,Boyd,188.0,True,Cordner,NSW,102.0
466,1993-04-28,Sydney,AUS,15,Craig,172.0,True,Garvey,NSW,89.0
467,,,,15,Egan,,True,Butcher,,
468,1991-04-26,Otahuhu,NZ,15,Isaac,187.0,True,Liu,,108.0
469,1990-02-01,Nambour,AUS,15,Jake,175.0,True,Friend,QLD,92.0
470,1989-01-20,Rotorua,NZ,15,Jared,193.0,True,Waerea-Hargreaves,,108.0
471,1999-06-10,Sydney,AUS,15,Joshua,185.0,True,Curran,NSW,99.0
472,1996-04-17,Brisbane,AUS,15,Lindsay,194.0,True,Collins,QLD,106.0
473,1987-10-01,Sydney,AUS,15,Mitchell,185.0,True,Aubusson,NSW,96.0
474,1997-07-25,Sydney,AUS,15,Nat,184.0,True,Butcher,NSW,97.0
475,1996-02-14,Auckland,NZ,15,Poasa,188.0,True,Faamausili,,108.0
476,,,,15,Sam,,True,Verrills,,
477,1992-01-03,Auckland,NZ,15,Siosiua,186.0,True,Taukeiaho,,108.0
478,1997-05-30,Auckland,NZ,15,Sitili,186.0,True,Tupouniua,,101.0
479,1998-03-14,Sydney,AUS,15,Victor,182.0,True,Radley,NSW,92.0
480,1990-11-04,Tokoroa,NZ,15,Zane,189.0,True,Tetevano,,111.0
481,,,,15,Asu,,True,Kepaoa,,
482,1997-10-23,Cairns,AUS,15,Bernard,183.0,True,Lewis,QLD,96.0
483,,,,15,Billy,,True,Smith,,
484,1986-08-23,Kiama,AUS,15,Brett,183.0,True,Morris,NSW,96.0
485,1997-01-29,Maitland,AUS,15,Brock,181.0,True,Lamb,NSW,90.0
486,1983-12-05,Brisbane,AUS,15,Cooper,178.0,True,Cronk,QLD,89.0
487,1991-06-17,Sydney,AUS,15,Daniel,196.0,True,Tupou,NSW,105.0
488,1993-01-08,Ryde,AUS,15,James,184.0,True,Tedesco,NSW,95.0
489,1996-06-29,Hamilton,NZ,15,Joseph,192.0,True,Manu,,98.0
490,1998-03-25,Sydney,AUS,15,Lachlan,178.0,True,Lam,NSW,84.0
491,,,,15,,,True,,,
492,1992-02-03,Ipswich,AUS,15,Luke,179.0,True,Keary,QLD,85.0
493,1993-11-09,Sydney,AUS,15,Matt,184.0,True,Ikuvalu,NSW,100.0
494,1987-11-27,-,,15,Ryan,188.0,True,Hall,,105.0
495,1999-01-20,-,,16,Alex,194.0,True,Seyfarth,,100.0
496,1996-07-03,Sydney,AUS,16,Alex,190.0,True,Twal,NSW,104.0
497,1989-01-03,Wellington,NZ,16,Ben,193.0,True,Matulino,,107.0
498,1988-10-19,Sydney,AUS,16,Chris,188.0,True,Lawrence,NSW,100.0
499,1987-08-03,Brisbane,AUS,16,Chris,189.0,True,McQueen,QLD,106.0
500,1990-02-27,Hawera,NZ,16,Elijah,190.0,True,Taylor,,101.0
501,2000-06-13,-,,16,Henry,189.0,True,Lealuga-Puhotau,,107.0
502,1996-10-27,Gosford,AUS,16,Jacob,184.0,True,Liddle,NSW,91.0
503,1995-11-11,Auckland,NZ,16,,189.0,True,,,106.0
504,2000-02-03,-,,16,Kane,196.0,True,Bradley,,101.0
505,1995-09-06,-,,16,Luke,190.0,True,Garner,,94.0
506,1992-08-20,Sydney,AUS,16,Matthew,197.0,True,Eisenhuth,NSW,110.0
507,1992-02-26,Auckland,NZ,16,Michael,192.0,True,Chee-Kam,,100.0
508,1996-08-17,Sydney,AUS,16,Oliver,191.0,True,Clark,NSW,107.0
509,1984-01-23,Sydney,AUS,16,Robbie,179.0,True,Farah,NSW,91.0
510,1990-08-22,Maitland,AUS,16,Robbie,192.0,True,Rochow,NSW,103.0
511,1989-10-09,Foxton,NZ,16,Russell,187.0,True,Packer,,119.0
512,1994-10-13,Sydney,AUS,16,Ryan,194.0,True,Matterson,NSW,107.0
513,1998-03-20,-,,16,Sam,190.0,True,McIntyre,,100.0
514,1998-01-11,-,,16,Thomas,190.0,True,Mikaele,,109.0
515,1985-02-25,Whakatane,NZ,16,Benji,183.0,True,Marshall,,91.0
516,1990-05-15,Brisbane,AUS,16,Corey,178.0,True,Thompson,QLD,91.0
517,1993-11-28,Newcastle,AUS,16,David,182.0,True,Nofoaluma,NSW,94.0
518,1999-04-23,-,,16,Dylan,186.0,True,Smith,,85.0
519,1996-08-17,Auckland,NZ,16,Esan,185.0,True,Marsters,,105.0
520,2000-03-07,-,,16,Jock,180.0,True,Madden,,82.0
521,1989-04-13,Sydney,AUS,16,Josh,182.0,True,Reynolds,NSW,89.0
522,1994-12-21,Sydney,AUS,16,Luke,180.0,True,Brooks,NSW,88.0
523,1992-12-24,Melbourne,AUS,16,Mahe,185.0,True,Fonua,VIC,103.0
524,1993-08-13,Brisbane,AUS,16,Moses,180.0,True,Mbye,QLD,89.0
525,1996-07-19,Sydney,AUS,16,Paul,191.0,True,Momirovski,NSW,88.0
526,1996-01-02,Sydney,AUS,16,Robert,192.0,True,Jennings,NSW,102.0
527,2000-04-03,-,,16,Tommy,187.0,True,Talau,,96.0
528,1996-06-21,Brisbane,AUS,16,Tyson,189.0,True,Gamble,QLD,97.0
